zip,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
0120x,0.02330587836649623,0.018049075623711736,0.10187175407723509,0.06782257916346227,-0.021036283050214374,-0.054943904537669584,-0.06727096068955828,0.11051867900049692,-0.09544497293127845,0.010229159878008473,-0.14741224899301056,-0.3534983368475122,-0.27691294158156565,-0.0011107820490711406,-0.11942745332579129,-0.15761605479850724,-0.2374235259815306,-0.3207846504413031,-0.30633191025331663,0.0003596803498290835,-0.36416893677008594,-0.3655168860687983,-0.43982488816621274,-0.3044217793847374,-0.5081242461419678,-0.4960951900433627,-0.620299979160452,-0.5686513658652953,-0.8715920779231385,-0.6460811841916788,-0.6569811805706169,-0.23888727950155791,-0.5858645716531325,-0.4714113241189097,-0.4610597263316897,-0.5059520999669487,-0.4811939096423283,-0.5413786896248421,-0.39132034036231916,-0.4558143974519457,-0.4392892579197495,-0.33488587313828755,-0.49556495711006976,-0.41993511967716796,-0.4277078057656935
0130x,-0.07291223910871684,0.02019023402714138,0.052479635303921725,-0.10197992351341548,0.011828401354643074,0.1276819882748943,0.02168196665306439,-0.3157417625509764,-0.17612413898861323,-0.2268451579657454,-0.34748093583732637,-0.19857362713823326,-0.3128559812766787,-0.13809466682897245,-0.28261351264026446,-0.2835822553002897,-0.3170639542484299,-0.40834462884763967,-0.3722675176817025,-0.31442165104946584,-0.5549437006167326,-0.48244299754153086,-0.4105029558103719,-0.7702103269633997,-0.6244619749155491,-0.5781425567385939,-0.5328332238554883,-0.8108871299701575,-0.8293355746726573,-0.736035303612112,-0.9226108268777294,-0.5726010601314078,-0.6697394806085056,-0.7288878778327399,-0.8506105354852926,-0.6969515461307432,-1.1533699975725202,-0.8101597858150797,-0.6416219628947786,-0.7137690233362259,-0.7894896823249056,-0.9144263604653136,-0.9184591518533861,-0.815771073499684,-0.9856573688585513
01400,-0.035900122685433265,0.02182093689795767,0.20247131017119796,0.061504945429004844,0.03746231625508791,-0.07893576179262024,-0.10942007351762555,-0.014797707939662317,-0.039084079931014065,-0.1287058526916312,-0.006835112697204437,-0.09792318024959468,-0.06825206420340946,-0.044495959059352067,-0.19964869996656037,-0.03722850933648231,-0.12876894173592807,-0.3413797856477503,-0.046086062970024405,-0.24598128343766634,-0.2251421724992641,-0.32661619132786524,-0.25421241618542056,-0.17701417637560896,-0.381038787975175,-0.3022285915246582,-0.3044223446339749,-0.3548724250316593,-0.257140637534176,-0.39042320133989245,-0.37126372262235124,-0.38722190632140185,-0.43506300113474833,-0.3693165600899811,-0.3979731142761539,-0.10449669152879429,-0.3249079732878397,-0.31345292328870517,-0.2885307472169753,-0.28772097875419406,-0.1826216038610167,-0.31228354348638476,-0.18693119748320014,-0.2866999415667984,-0.18932450679117424
0147x,-0.04366004810459727,-0.06642278494020545,0.10689614395840046,-0.09403986658185381,0.10756114352089925,-0.09409502297564938,-0.022460550556593115,-0.08706076720383843,-0.1657575519228161,-0.08605018260028785,-0.12316786028168251,-0.23317619175707943,-0.4515434021604292,-0.21514540997580894,-0.1977098379026961,-0.28179903837744624,-0.3105851034067397,-0.2849735754580158,-0.11466126954895492,-0.2815527999003763,-0.36061225536911373,-0.4392548463263019,-0.4647244598137126,-0.5983375862598179,-0.6123633448725452,-0.5394964113150202,-0.5781625140578048,-0.4633377529895628,-0.6986603879647408,-0.5223338646064581,-0.6982813257351704,-0.7542899637364806,-0.7040019764344185,-0.5906046946151812,-0.6408801187310629,-0.4655668076851726,-0.6145396518765203,-0.6402007927146908,-0.5299960575834994,-0.6319308741728518,-0.7305947781222852,-0.5649799395044419,-0.6908973963679609,-0.589266789551074,-0.5687182054462367
02002,-0.13136475306796294,0.005910729961548993,0.11340381664210894,0.09787166076467091,0.013133308086612056,0.09865904956808644,0.110968211184096,-0.0790684042868749,0.05684281326920121,-0.0744483946434919,-0.09053025042778504,-0.1565798784313313,-0.20402128076433734,-0.18775808449857015,-0.2580780783181704,-0.2919611798256549,-0.19421331027259284,-0.25562552014014683,-0.26071707028583324,-0.2851167251861584,-0.45264178101113517,-0.48938718216948884,-0.34302441697261066,-0.3725927934750357,-0.44955848549756083,-0.6276148620264503,-0.6061820083695078,-0.6067197303520723,-0.6729035587960188,-0.470681525399927,-0.7052898279115929,-0.5350420975371808,-0.4011074504551976,-0.6559060454608484,-0.47258597140490005,-0.5404111137833383,-0.5336942341806848,-0.38638845276605277,-0.5778555827958558,-0.5185400204866897,-0.5519069623120049,-0.5241844220132865,-0.5321004215568259,-0.5787150040493014,-0.5333405025238407
02004,0.08578046682878535,0.03254315598224635,0.0860773641345215,0.0004939855512113255,0.06007040790406111,-0.08727663409068266,-0.17544023283824303,0.03759116180646979,-0.060129984545226944,0.013903541080873785,-0.20625868038678807,-0.01698779251774478,-0.14645617198936794,-0.04150524852136908,-0.07456269827768795,-0.1845920023558594,-0.3031966749378876,-0.3326589655923978,0.020807684775336593,-0.1725270337917522,-0.3753884141755626,-0.36917980704861764,-0.35721811724900726,-0.39829576667328104,-0.5923246222268056,-0.39352573216072806,-0.47068830899293373,-0.7231633914444552,-0.5832273440746938,-0.4791158845006979,-0.5885522971730334,-0.4853515682239614,-0.6475906410095211,-0.5728709866476996,-0.5183259673616988,-0.504653783674381,-0.6293292980308105,-0.4417887680730077,-0.5435239463838201,-0.5057331426424747,-0.6342557561109292,-0.4399447059163476,-0.3914307196144443,-0.43822147903009734,-0.3879559694543654
02005,0.025940493508583323,0.047344119952263036,0.05393589948426888,-0.007086741478293985,0.06940698253552366,-0.0068610510594296,-0.10357722621480638,-0.01139435868451276,-0.0174692474782861,-0.15536735185839612,-0.1417143904466375,-0.17360469125199868,-0.17655842914365552,-0.1307754839074928,-0.25183070344249064,-0.20769619367918687,-0.303575353639686,-0.2826119965330794,-0.4045786066667634,-0.3996628782145286,-0.528893193873152,-0.3482304777820281,-0.35847713036494366,-0.5851264881441026,-0.6000318391203904,-0.5566230818796843,-0.5980775497660946,-0.6796447198156474,-0.5440158968654331,-0.5382286413269158,-0.57735829016089,-0.551572404685795,-0.4840470706852809,-0.6772755747879642,-0.4634644181242424,-0.4913085080296419,-0.5282319477857879,-0.39492739746779026,-0.5563906101343888,-0.47828293319156695,-0.5679783536501705,-0.4687131373600201,-0.4785920906633616,-0.5066544311847512,-0.3482339965496044
02006,-0.004738825415318414,-0.048170247934618396,0.04799627011323235,-0.0053947029988561865,0.11369958649878245,0.03414485129216374,0.0689337941673572,-0.20998680139119397,-0.005923955100914743,-0.05013331377582474,-0.1474174296241531,-0.031958753066827265,-0.04284783392268395,-0.1665893820551427,0.04141943050943454,-0.18492208034888094,-0.40173142110478166,-0.27220097168309637,-0.07648592076229846,-0.23820472293293507,-0.32678134250123186,-0.2471772643756622,-0.4054143299851638,-0.41534826622788623,-0.5168277433583128,-0.4173394432557731,-0.40285646342155657,-0.4791200668134009,-0.418682546878459,-0.3904731168595886,-0.5170425733711249,-0.4962334922334448,-0.54111405870899,-0.48143591914328693,-0.4186256965010568,-0.45346864117460106,-0.34310874658923524,-0.3357270081237369,-0.364824145768042,-0.36165160513599476,-0.3838046600340134,-0.3047393230618528,-0.3418853765927473,-0.35406425212708736,-0.23796699391724163
02008,0.023050772648690352,0.10233917174799043,0.1514997291170291,-0.07875514358345337,-0.04388771919699066,0.07425310441732022,0.06064084609923873,-0.09815325604598654,0.046199392964026656,-0.025762291568504132,0.07188607876661064,-0.1414881165216256,-0.10938713703732436,-0.09505144364600565,-0.13039547114769273,-0.12767046226787437,-0.09443393840406472,-0.10312727865762036,-0.09615985288156129,-0.19784791915695144,-0.1799959916507575,-0.18959768282729406,-0.41974924612250086,-0.35181371935293515,-0.49121052212920335,-0.4021276386843324,-0.3226700343073856,-0.34298344699185473,-0.5243115649945171,-0.3688211391734829,-0.4210123417093264,-0.39972010793120316,-0.4131230005231458,-0.3854661152842943,-0.3757178185867688,-0.3597169884336164,-0.23532589047606756,-0.25784586127274567,-0.12786122106578823,-0.21265965214505933,-0.23379392535460156,-0.22656873320409981,-0.1666694206351819,-0.1671815115614246,-0.2019478110725849
0200x,0.06966069832375033,0.03820415141337121,0.06196312463536986,0.06022382491414535,0.13989687832679407,-0.020182040480505717,-0.12357171282404256,-0.07665461835981795,-0.026130590306491015,-0.08460461067744206,-0.05060978390234443,-0.032585911869876,-0.028196896416784314,-0.09748397560901038,-0.17549296064157976,-0.17739763648668694,-0.1895008151730215,-0.17150306203333587,-0.47266836733340956,-0.22748305636132798,-0.33172548523890566,-0.3488543338017184,-0.37061727995241817,-0.3543363912644766,-0.5184429431517291,-0.4860023998650933,-0.39722553347527617,-0.4452322341853656,-0.4667560399832097,-0.4127497661860926,-0.4708180753679973,-0.4972497507678034,-0.5320674648066644,-0.40117528785611845,-0.42955588889459956,-0.48256752690750293,-0.42291270377357676,-0.4751751200513154,-0.5103008154277897,-0.4993595150476706,-0.4414074059748518,-0.2767387207995059,-0.42722856091929745,-0.27410819356960325,-0.3346589902957965
02400,-0.024534388435265952,0.11886547100572732,0.04425602872137031,-0.05683169254939914,0.14336327903270413,-0.0571856783665346,-0.008107097541466182,0.014088840483728236,-0.05652795040076897,0.0019854763137321235,-0.012427232097093593,-0.19622059744448062,-0.1875135011137698,-0.10351641888730258,-0.13937459646505249,-0.15472727325094307,0.013824114218601413,-0.21118604315823386,-0.3073671101658045,-0.1859351578261884,-0.3740087874982073,-0.5149458437974552,-0.4266486190770591,-0.4573927809614198,-0.5032716351715204,-0.5806267042746412,-0.5839842664095632,-0.5103470695094017,-0.5851976244929974,-0.5261292846711376,-0.5368338928230688,-0.6651740758788667,-0.5243085785109488,-0.3188741847365159,-0.45759035003665877,-0.5374489798583084,-0.2723513603145743,-0.5436433528811265,-0.417634553068741,-0.40287501227841593,-0.30713979032385524,-0.4090673852596117,-0.24475781966598015,-0.24552718727889888,-0.209859782300162
0243x,-0.04975056685344071,-0.02466020220046735,0.07874716972141561,-0.13031832745865807,0.06851467703640107,0.05673923227552358,0.019599651603752676,-0.1455630226172919,-0.0056648833018280165,-0.15209107256726223,0.046396794496687564,-0.0855561908430528,-0.05555050236993271,-0.03933125576003009,0.019830980836073483,-0.2779812472055785,-0.05304625860279895,-0.10827303808964306,-0.0753375657173422,-0.23073776560330622,-0.2076625214719169,-0.20285500226447617,-0.05288874841046773,-0.34111741579584975,-0.2747956024617266,-0.2731640343751512,-0.27469557752499674,-0.32223662312513,-0.30618007515210904,-0.2212936048005402,-0.026882569679605728,-0.0812079937558361,-0.1029975284969165,-0.12209675253111914,-0.13150820417235295,-0.0883750346768302,-0.21381885771233006,-0.23386447334814278,-0.09568479827779824,-0.008641071680335163,-0.023204272821923347,0.239467367009097,-0.01712422175564505,0.10528122006183438,-0.17394152250079897
0250x,0.016990194287881788,-0.07119748886484646,0.03523142959930062,0.05406136273200423,0.002387996345071322,0.22659825455217014,0.05494870979690971,0.018827400044435623,-0.072612430530776,0.019118027433985725,0.04719375096845285,-0.037683628044347245,0.04958187581610577,0.010406216263688891,-0.24778088100035986,-0.10472102214983592,-0.013249786425345765,-0.0541301563707227,-0.17144206750810814,-0.0524824869996096,-0.10804481471251975,-0.22694760823758414,-0.21299310922036344,-0.37170502755953094,-0.37699287935323933,-0.4098398822160374,-0.1291268475015994,-0.25594107128175936,-0.2170286267985,-0.33162764498221287,-0.3807825408621502,-0.3697886685004292,-0.3047715171307665,-0.29840064570376545,-0.16736921506999913,-0.0852070689079163,-0.3144305559298455,-0.07882111227351647,-0.11676738393518529,-0.15013718122347913,-0.12315196170852159,-0.12184205011037652,-0.1555035705314424,-0.03249525713360618,-0.00560291590707921
02600,-0.050332253411158864,0.039962309325023655,-0.0034571831284706325,-0.06035636099599754,0.12514075893227178,0.05345963620877874,-0.10171969852546331,-0.1045577693749786,-0.06842659571641586,-0.1834066449587004,-0.27730548613596573,-0.08184369245432815,-0.20392464803902147,-0.06623909499998551,-0.16274890298199288,-0.1745913215495515,-0.033445376940870186,-0.26751477661882334,-0.3794907857316954,-0.34983364819878426,-0.31309668427314336,-0.5174720517860867,-0.5636845822082193,-0.47059224700713803,-0.9702370398852134,-0.6668356339453395,-0.7467442015996956,-0.7141168276829197,-0.7607760928176488,-0.520621787109327,-0.7354220590786045,-0.6533966087599155,-0.6615312013706451,-0.6812069675703922,-0.6432644883228649,-0.6411936894258965,-0.6284263407265943,-0.6109600063849806,-0.5156407101498737,-0.7610458727640094,-0.5649582737847167,-0.6831086212680916,-0.7693809434909558,-0.3777491972702571,-0.5739846940711237
0261x,0.11155780522622594,-0.04419777313456927,-0.009892477178323672,0.06447055675714042,0.030061503849045462,0.10077371092143284,0.03609275717282014,0.07860530431007727,-0.27356357656824704,-0.00570034693757232,0.17090674390898797,0.01136237669475033,-0.004716431733546453,-0.017147908772706045,0.14401568796502623,0.10919303432368477,-0.1888061978009929,-0.15771326559353482,0.012587622051855527,-0.04230684858347196,-0.1676294634814186,-0.23117354631551862,-0.21125468829540878,-0.3169140115661708,-0.332184678260901,-0.33320040663703016,-0.35226005252450904,-0.40234211630973726,-0.31121245114633717,-0.22328179341403492,-0.14267922327433674,-0.42539410507388187,-0.2865715918897958,-0.32486865659080116,-0.3197433378843535,-0.23137800498342012,-0.2544483272488123,-0.20121762994656275,-0.05574048572894996,-0.15724381893737877,-0.20719038119576383,-0.059261452970084116,-0.1954427752127697,0.03485770363979809,-0.08565528096441308
02630,0.010045000808055343,0.015686642985418546,0.03051886310903372,0.025534750490177754,0.05877756055616111,-0.05838789163269399,6.85224384902143e-05,-0.07349748301497427,0.005676728237359277,-0.15287425155366177,-0.033528716891259316,-0.12663596430793952,-0.09367008253241427,-0.13302732480964496,-0.09804521674903968,-0.22194822391943375,-0.25790770176664873,-0.32176767704905407,-0.23172524104660705,-0.16784085654625927,-0.41088939274849795,-0.4898190583940012,-0.5291976104340025,-0.4102448517355668,-0.5791301302048506,-0.625103869062491,-0.5677077242891266,-0.6904797762506374,-0.6369710809802842,-0.506725562033729,-0.5909831984802255,-0.6397649876144925,-0.7790166159615395,-0.44451839832994183,-0.4859797018909694,-0.7010832791385713,-0.47632948132049274,-0.3516939510090784,-0.47443557998942576,-0.4775050029377851,-0.5474329972888913,-0.38848853845012055,-0.41140665527359827,-0.4319847998957966,-0.31216627265690533
0263x,0.07896332142972454,0.00023700978173720605,0.13050463746150076,-0.04569126226117593,0.06721076948314794,-0.20117778098726483,0.011697845363414392,0.188343483367536,-0.1841131139044399,-0.131499125597832,-0.09201941184136125,-0.09819415899748354,-0.40213321988248985,0.004298192049147401,-0.0074068039646593975,0.06921458741484661,-0.056545460632231925,-0.13283025828775852,-0.18707329570653453,-0.27165103964305554,-0.3607520461534683,-0.3814714570181116,-0.31394622438466296,-0.5252091808744445,-0.5051623766177539,-0.2223010202410196,-0.6153612062645283,-0.2040519970686901,-0.5129943960196689,-0.4356431680133275,-0.71952043697598,-0.1951730532052764,-0.39294939451182637,-0.9284988445455208,-0.5710756565263355,-0.5325054347370782,-0.6142026605620343,-0.3238771678833533,-0.4068633224515875,-0.23044527301916745,-0.4410791821648011,-0.4547238875235553,-0.5727837233305085,-0.40177090954525585,-0.3489101568758596
02640,-0.025165842957962516,0.08921184704054125,0.10611943027432022,0.08785094244627342,0.03363446918866021,-0.043677987485628726,-0.033760921353488314,-0.02723464411764652,-0.09375313198566888,-0.01499323394514533,-0.05094071873844587,-0.04561806026317154,0.07043257686537545,-0.008728990703910474,0.033189321266194304,-0.09756738049665756,-0.08250535655050024,0.011854348124109779,-0.3070969970296874,-0.01741146211477923,-0.1529355966739287,-0.20510560327236982,-0.29681791882904834,-0.29538866235932093,-0.4130084862192558,-0.3262108148239501,-0.48544392141267806,-0.4668563330687334,-0.4262125337927997,-0.38075473217243516,-0.4584249181354557,-0.23214332398816326,-0.17952890608490157,-0.28463772531390014,-0.38183454838019193,-0.22657113658722,-0.2942409386264185,-0.1890230923994904,-0.23116367750118777,-0.24922118135904475,-0.09178180346971238,-0.22249289342435918,-0.1846546685887227,-0.026250348208674806,-0.13225869208804172
0266x,-0.06282189379688059,0.039761851202403754,-0.09521636862537401,0.025812280846160093,0.11364221739805382,-0.012059461304751051,-0.03289767441061782,0.09248113845636996,-0.030219986382627007,-0.0286854220191278,0.0028106498389066773,0.06183621544590408,-0.09172775992241568,-0.0016777293333661777,0.16962271110332708,0.09973598393227184,-0.13389787910341175,-0.10870806969598792,-0.1101522023580346,-0.04623072397279429,-0.14671347593786985,-0.20760740629162258,-0.2454492372993753,-0.35694684304514845,-0.24153467684965124,-0.38200171023077933,-0.18989069227022737,-0.23483811237863697,-0.34927781295676713,-0.17675255843151347,-0.25753590720088826,-0.20646571452978152,-0.34930869978573836,-0.14740903644574122,-0.019122061299888554,-0.10308514685661113,-0.16816333724887464,-0.012266655863593434,0.02951286225398818,-0.14088824105773134,-0.06961330229348664,-0.14656974800160033,-0.03495512521797572,0.030101634287132438,0.034607127679186875
